state,university,citizenship,sex,date,staff
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2014-01-01,430
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2015-01-01,428
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2016-01-01,429
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2017-01-01,465
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2018-01-01,461
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2019-01-01,460
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2020-01-01,459
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2021-01-01,465
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2022-01-01,455
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,female,2023-01-01,455
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2014-01-01,398
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2015-01-01,393
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2016-01-01,371
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2017-01-01,392
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2018-01-01,370
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2019-01-01,372
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2020-01-01,370
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2021-01-01,371
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2022-01-01,356
Perak,Universiti Pendidikan Sultan Idris (UPSI),citizen,male,2023-01-01,351
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2014-01-01,29
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2015-01-01,29
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2016-01-01,32
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2017-01-01,34
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2018-01-01,33
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2019-01-01,43
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2020-01-01,43
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2021-01-01,40
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2022-01-01,41
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,both,2023-01-01,38
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2014-01-01,12
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2015-01-01,11
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2016-01-01,11
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2017-01-01,12
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2018-01-01,9
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2019-01-01,10
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2020-01-01,9
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2021-01-01,9
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2022-01-01,10
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,female,2023-01-01,9
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2014-01-01,17
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2015-01-01,18
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2016-01-01,21
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2017-01-01,22
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2018-01-01,24
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2019-01-01,33
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2020-01-01,34
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2021-01-01,31
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2022-01-01,31
Perak,Universiti Pendidikan Sultan Idris (UPSI),non_citizen,male,2023-01-01,29
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2014-01-01,991
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2015-01-01,1050
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2016-01-01,1037
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2017-01-01,1061
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2018-01-01,1064
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2019-01-01,1095
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2020-01-01,1109
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2021-01-01,1123
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2022-01-01,1116
Perlis,Universiti Malaysia Perlis (UNIMAP),all,both,2023-01-01,1121
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2014-01-01,416
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2015-01-01,453
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2016-01-01,469
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2017-01-01,482
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2018-01-01,492
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2019-01-01,518
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2020-01-01,534
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2021-01-01,541
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2022-01-01,549
Perlis,Universiti Malaysia Perlis (UNIMAP),all,female,2023-01-01,557
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2014-01-01,575
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2015-01-01,597
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2016-01-01,568
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2017-01-01,579
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2018-01-01,572
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2019-01-01,577
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2020-01-01,575
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2021-01-01,582
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2022-01-01,567
Perlis,Universiti Malaysia Perlis (UNIMAP),all,male,2023-01-01,564
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2014-01-01,920
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2015-01-01,983
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2016-01-01,998
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2017-01-01,1031
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2018-01-01,1042
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2019-01-01,1074
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2020-01-01,1095
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2021-01-01,1110
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2022-01-01,1104
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,both,2023-01-01,1105
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2014-01-01,405
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2015-01-01,441
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2016-01-01,460
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2017-01-01,476
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2018-01-01,487
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2019-01-01,513
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2020-01-01,530
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2021-01-01,537
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2022-01-01,546
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,female,2023-01-01,553
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2014-01-01,515
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2015-01-01,542
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2016-01-01,538
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2017-01-01,555
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2018-01-01,555
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2019-01-01,561
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2020-01-01,565
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2021-01-01,573
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2022-01-01,558
Perlis,Universiti Malaysia Perlis (UNIMAP),citizen,male,2023-01-01,552
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2014-01-01,71
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2015-01-01,67
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2016-01-01,39
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2017-01-01,30
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2018-01-01,22
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2019-01-01,21
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2020-01-01,14
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2021-01-01,13
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2022-01-01,12
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,both,2023-01-01,16
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2014-01-01,11
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2015-01-01,12
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2016-01-01,9
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2017-01-01,6
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2018-01-01,5
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2019-01-01,5
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2020-01-01,4
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2021-01-01,4
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2022-01-01,3
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,female,2023-01-01,4
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2014-01-01,60
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2015-01-01,55
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2016-01-01,30
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2017-01-01,24
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2018-01-01,17
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2019-01-01,16
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2020-01-01,10
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2021-01-01,9
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2022-01-01,9
Perlis,Universiti Malaysia Perlis (UNIMAP),non_citizen,male,2023-01-01,12
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2014-01-01,1933
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2015-01-01,1963
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2016-01-01,1961
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2017-01-01,1983
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2018-01-01,2050
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2019-01-01,2077
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2020-01-01,2064
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2021-01-01,2036
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2022-01-01,2012
Pulau Pinang,Universiti Sains Malaysia (USM),all,both,2023-01-01,1983
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2014-01-01,939
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2015-01-01,970
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2016-01-01,1017
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2017-01-01,1039
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2018-01-01,1093
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2019-01-01,1106
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2020-01-01,1111
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2021-01-01,1105
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2022-01-01,1097
Pulau Pinang,Universiti Sains Malaysia (USM),all,female,2023-01-01,1102
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2014-01-01,994
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2015-01-01,993
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2016-01-01,944
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2017-01-01,944
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2018-01-01,957
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2019-01-01,971
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2020-01-01,953
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2021-01-01,931
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2022-01-01,915
Pulau Pinang,Universiti Sains Malaysia (USM),all,male,2023-01-01,881
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2014-01-01,1821
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2015-01-01,1861
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2016-01-01,1908
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2017-01-01,1938
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2018-01-01,2001
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2019-01-01,2020
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2020-01-01,1997
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2021-01-01,1972
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2022-01-01,1943
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,both,2023-01-01,1918
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2014-01-01,910
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2015-01-01,943
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2016-01-01,1003
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2017-01-01,1031
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2018-01-01,1084
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2019-01-01,1094
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2020-01-01,1098
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2021-01-01,1093
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2022-01-01,1084
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,female,2023-01-01,1087
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2014-01-01,911
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2015-01-01,918
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2016-01-01,905
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2017-01-01,907
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2018-01-01,917
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2019-01-01,926
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2020-01-01,899
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2021-01-01,879
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2022-01-01,859
Pulau Pinang,Universiti Sains Malaysia (USM),citizen,male,2023-01-01,831
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2014-01-01,112
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2015-01-01,102
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2016-01-01,53
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2017-01-01,45
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2018-01-01,49
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2019-01-01,57
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2020-01-01,67
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2021-01-01,64
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2022-01-01,69
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,both,2023-01-01,65
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2014-01-01,29
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2015-01-01,27
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2016-01-01,14
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2017-01-01,8
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2018-01-01,9
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2019-01-01,12
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2020-01-01,13
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2021-01-01,12
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2022-01-01,13
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,female,2023-01-01,15
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2014-01-01,83
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2015-01-01,75
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2016-01-01,39
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2017-01-01,37
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2018-01-01,40
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2019-01-01,45
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2020-01-01,54
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2021-01-01,52
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2022-01-01,56
Pulau Pinang,Universiti Sains Malaysia (USM),non_citizen,male,2023-01-01,50
Sabah,Universiti Malaysia Sabah (UMS),all,both,2014-01-01,944
Sabah,Universiti Malaysia Sabah (UMS),all,both,2015-01-01,1063
Sabah,Universiti Malaysia Sabah (UMS),all,both,2016-01-01,1104
Sabah,Universiti Malaysia Sabah (UMS),all,both,2017-01-01,1064
Sabah,Universiti Malaysia Sabah (UMS),all,both,2018-01-01,1085
Sabah,Universiti Malaysia Sabah (UMS),all,both,2019-01-01,1082
Sabah,Universiti Malaysia Sabah (UMS),all,both,2020-01-01,1042
Sabah,Universiti Malaysia Sabah (UMS),all,both,2021-01-01,1062
Sabah,Universiti Malaysia Sabah (UMS),all,both,2022-01-01,1068
Sabah,Universiti Malaysia Sabah (UMS),all,both,2023-01-01,1101
Sabah,Universiti Malaysia Sabah (UMS),all,female,2014-01-01,455
Sabah,Universiti Malaysia Sabah (UMS),all,female,2015-01-01,524
Sabah,Universiti Malaysia Sabah (UMS),all,female,2016-01-01,537
Sabah,Universiti Malaysia Sabah (UMS),all,female,2017-01-01,518
Sabah,Universiti Malaysia Sabah (UMS),all,female,2018-01-01,529
Sabah,Universiti Malaysia Sabah (UMS),all,female,2019-01-01,527
Sabah,Universiti Malaysia Sabah (UMS),all,female,2020-01-01,528
Sabah,Universiti Malaysia Sabah (UMS),all,female,2021-01-01,541
Sabah,Universiti Malaysia Sabah (UMS),all,female,2022-01-01,545
Sabah,Universiti Malaysia Sabah (UMS),all,female,2023-01-01,562
Sabah,Universiti Malaysia Sabah (UMS),all,male,2014-01-01,489
Sabah,Universiti Malaysia Sabah (UMS),all,male,2015-01-01,539
Sabah,Universiti Malaysia Sabah (UMS),all,male,2016-01-01,567
Sabah,Universiti Malaysia Sabah (UMS),all,male,2017-01-01,546
Sabah,Universiti Malaysia Sabah (UMS),all,male,2018-01-01,556
Sabah,Universiti Malaysia Sabah (UMS),all,male,2019-01-01,555
Sabah,Universiti Malaysia Sabah (UMS),all,male,2020-01-01,514
Sabah,Universiti Malaysia Sabah (UMS),all,male,2021-01-01,521
Sabah,Universiti Malaysia Sabah (UMS),all,male,2022-01-01,523
Sabah,Universiti Malaysia Sabah (UMS),all,male,2023-01-01,539
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2014-01-01,829
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2015-01-01,930
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2016-01-01,976
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2017-01-01,951
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2018-01-01,984
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2019-01-01,992
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2020-01-01,966
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2021-01-01,995
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2022-01-01,1008
Sabah,Universiti Malaysia Sabah (UMS),citizen,both,2023-01-01,1043
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2014-01-01,411
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2015-01-01,468
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2016-01-01,488
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2017-01-01,478
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2018-01-01,496
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2019-01-01,500
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2020-01-01,502
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2021-01-01,520
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2022-01-01,531
Sabah,Universiti Malaysia Sabah (UMS),citizen,female,2023-01-01,549
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2014-01-01,418
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2015-01-01,462
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2016-01-01,488
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2017-01-01,473
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2018-01-01,488
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2019-01-01,492
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2020-01-01,464
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2021-01-01,475
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2022-01-01,477
Sabah,Universiti Malaysia Sabah (UMS),citizen,male,2023-01-01,494
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2014-01-01,115
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2015-01-01,133
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2016-01-01,128
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2017-01-01,113
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2018-01-01,101
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2019-01-01,90
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2020-01-01,76
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2021-01-01,67
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2022-01-01,60
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,both,2023-01-01,58
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2014-01-01,44
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2015-01-01,56
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2016-01-01,49
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2017-01-01,40
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2018-01-01,33
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2019-01-01,27
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2020-01-01,26
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2021-01-01,21
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2022-01-01,14
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,female,2023-01-01,13
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2014-01-01,71
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2015-01-01,77
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2016-01-01,79
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2017-01-01,73
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2018-01-01,68
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2019-01-01,63
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2020-01-01,50
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2021-01-01,46
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2022-01-01,46
Sabah,Universiti Malaysia Sabah (UMS),non_citizen,male,2023-01-01,45
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2014-01-01,877
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2015-01-01,839
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2016-01-01,877
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2017-01-01,854
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2018-01-01,827
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2019-01-01,838
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2020-01-01,830
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2021-01-01,822
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2022-01-01,833
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,both,2023-01-01,867
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2014-01-01,433
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2015-01-01,430
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2016-01-01,449
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2017-01-01,444
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2018-01-01,432
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2019-01-01,446
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2020-01-01,446
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2021-01-01,440
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2022-01-01,450
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,female,2023-01-01,466
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2014-01-01,444
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2015-01-01,409
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2016-01-01,428
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2017-01-01,410
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2018-01-01,395
