state,university,citizenship,sex,date,staff
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2019-01-01,392
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2020-01-01,384
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2021-01-01,382
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2022-01-01,383
Sarawak,Universiti Malaysia Sarawak (UNIMAS),all,male,2023-01-01,401
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2014-01-01,764
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2015-01-01,757
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2016-01-01,785
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2017-01-01,780
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2018-01-01,757
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2019-01-01,772
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2020-01-01,772
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2021-01-01,770
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2022-01-01,791
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,both,2023-01-01,822
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2014-01-01,394
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2015-01-01,397
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2016-01-01,417
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2017-01-01,418
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2018-01-01,406
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2019-01-01,422
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2020-01-01,425
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2021-01-01,419
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2022-01-01,434
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,female,2023-01-01,450
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2014-01-01,370
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2015-01-01,360
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2016-01-01,368
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2017-01-01,362
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2018-01-01,351
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2019-01-01,350
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2020-01-01,347
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2021-01-01,351
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2022-01-01,357
Sarawak,Universiti Malaysia Sarawak (UNIMAS),citizen,male,2023-01-01,372
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2014-01-01,113
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2015-01-01,82
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2016-01-01,92
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2017-01-01,74
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2018-01-01,70
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2019-01-01,66
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2020-01-01,58
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2021-01-01,52
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2022-01-01,42
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,both,2023-01-01,45
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2014-01-01,39
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2015-01-01,33
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2016-01-01,32
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2017-01-01,26
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2018-01-01,26
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2019-01-01,24
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2020-01-01,21
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2021-01-01,21
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2022-01-01,16
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,female,2023-01-01,16
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2014-01-01,74
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2015-01-01,49
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2016-01-01,60
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2017-01-01,48
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2018-01-01,44
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2019-01-01,42
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2020-01-01,37
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2021-01-01,31
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2022-01-01,26
Sarawak,Universiti Malaysia Sarawak (UNIMAS),non_citizen,male,2023-01-01,29
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2014-01-01,1918
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2015-01-01,1926
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2016-01-01,1955
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2017-01-01,2005
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2018-01-01,2074
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2019-01-01,2176
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2020-01-01,1979
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2021-01-01,1960
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2022-01-01,2009
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,both,2023-01-01,2064
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2014-01-01,1005
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2015-01-01,1014
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2016-01-01,1041
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2017-01-01,1069
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2018-01-01,1109
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2019-01-01,1158
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2020-01-01,1108
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2021-01-01,1097
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2022-01-01,1119
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,female,2023-01-01,1148
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2014-01-01,913
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2015-01-01,912
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2016-01-01,914
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2017-01-01,936
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2018-01-01,965
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2019-01-01,1018
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2020-01-01,871
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2021-01-01,863
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2022-01-01,890
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),all,male,2023-01-01,916
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2014-01-01,1569
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2015-01-01,1586
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2016-01-01,1639
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2017-01-01,1694
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2018-01-01,1745
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2019-01-01,1818
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2020-01-01,1744
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2021-01-01,1738
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2022-01-01,1773
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,both,2023-01-01,1823
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2014-01-01,955
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2015-01-01,964
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2016-01-01,996
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2017-01-01,1025
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2018-01-01,1061
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2019-01-01,1102
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2020-01-01,1070
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2021-01-01,1063
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2022-01-01,1081
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,female,2023-01-01,1111
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2014-01-01,614
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2015-01-01,622
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2016-01-01,643
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2017-01-01,669
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2018-01-01,684
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2019-01-01,716
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2020-01-01,674
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2021-01-01,675
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2022-01-01,692
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),citizen,male,2023-01-01,712
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2014-01-01,349
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2015-01-01,340
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2016-01-01,316
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2017-01-01,311
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2018-01-01,329
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2019-01-01,358
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2020-01-01,235
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2021-01-01,222
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2022-01-01,236
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,both,2023-01-01,241
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2014-01-01,50
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2015-01-01,50
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2016-01-01,45
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2017-01-01,44
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2018-01-01,48
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2019-01-01,56
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2020-01-01,38
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2021-01-01,34
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2022-01-01,38
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,female,2023-01-01,37
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2014-01-01,299
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2015-01-01,290
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2016-01-01,271
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2017-01-01,267
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2018-01-01,281
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2019-01-01,302
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2020-01-01,197
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2021-01-01,188
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2022-01-01,198
Selangor,Universiti Islam Antarabangsa Malaysia (UIAM),non_citizen,male,2023-01-01,204
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2014-01-01,2365
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2015-01-01,2159
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2016-01-01,2163
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2017-01-01,2163
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2018-01-01,2103
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2019-01-01,2005
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2020-01-01,2094
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2021-01-01,2041
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2022-01-01,1999
Selangor,Universiti Kebangsaan Malaysia (UKM),all,both,2023-01-01,1990
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2014-01-01,1273
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2015-01-01,1198
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2016-01-01,1208
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2017-01-01,1211
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2018-01-01,1172
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2019-01-01,1124
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2020-01-01,1160
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2021-01-01,1146
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2022-01-01,1131
Selangor,Universiti Kebangsaan Malaysia (UKM),all,female,2023-01-01,1146
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2014-01-01,1092
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2015-01-01,961
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2016-01-01,955
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2017-01-01,952
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2018-01-01,931
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2019-01-01,881
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2020-01-01,934
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2021-01-01,895
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2022-01-01,868
Selangor,Universiti Kebangsaan Malaysia (UKM),all,male,2023-01-01,844
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2014-01-01,2278
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2015-01-01,2102
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2016-01-01,2117
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2017-01-01,2125
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2018-01-01,2068
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2019-01-01,1980
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2020-01-01,2024
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2021-01-01,1982
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2022-01-01,1954
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,both,2023-01-01,1957
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2014-01-01,1252
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2015-01-01,1183
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2016-01-01,1198
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2017-01-01,1202
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2018-01-01,1164
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2019-01-01,1117
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2020-01-01,1148
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2021-01-01,1136
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2022-01-01,1127
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,female,2023-01-01,1144
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2014-01-01,1026
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2015-01-01,919
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2016-01-01,919
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2017-01-01,923
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2018-01-01,904
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2019-01-01,863
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2020-01-01,876
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2021-01-01,846
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2022-01-01,827
Selangor,Universiti Kebangsaan Malaysia (UKM),citizen,male,2023-01-01,813
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2014-01-01,87
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2015-01-01,57
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2016-01-01,46
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2017-01-01,38
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2018-01-01,35
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2019-01-01,25
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2020-01-01,70
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2021-01-01,59
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2022-01-01,45
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,both,2023-01-01,33
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2014-01-01,21
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2015-01-01,15
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2016-01-01,10
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2017-01-01,9
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2018-01-01,8
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2019-01-01,7
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2020-01-01,12
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2021-01-01,10
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2022-01-01,4
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,female,2023-01-01,2
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2014-01-01,66
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2015-01-01,42
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2016-01-01,36
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2017-01-01,29
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2018-01-01,27
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2019-01-01,18
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2020-01-01,58
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2021-01-01,49
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2022-01-01,41
Selangor,Universiti Kebangsaan Malaysia (UKM),non_citizen,male,2023-01-01,31
Selangor,Universiti Putra Malaysia (UPM),all,both,2014-01-01,1810
Selangor,Universiti Putra Malaysia (UPM),all,both,2015-01-01,1812
Selangor,Universiti Putra Malaysia (UPM),all,both,2016-01-01,1770
Selangor,Universiti Putra Malaysia (UPM),all,both,2017-01-01,1873
Selangor,Universiti Putra Malaysia (UPM),all,both,2018-01-01,1854
Selangor,Universiti Putra Malaysia (UPM),all,both,2019-01-01,1889
Selangor,Universiti Putra Malaysia (UPM),all,both,2020-01-01,1837
Selangor,Universiti Putra Malaysia (UPM),all,both,2021-01-01,1830
Selangor,Universiti Putra Malaysia (UPM),all,both,2022-01-01,1792
Selangor,Universiti Putra Malaysia (UPM),all,both,2023-01-01,1795
Selangor,Universiti Putra Malaysia (UPM),all,female,2014-01-01,890
Selangor,Universiti Putra Malaysia (UPM),all,female,2015-01-01,905
Selangor,Universiti Putra Malaysia (UPM),all,female,2016-01-01,900
Selangor,Universiti Putra Malaysia (UPM),all,female,2017-01-01,1018
Selangor,Universiti Putra Malaysia (UPM),all,female,2018-01-01,1023
Selangor,Universiti Putra Malaysia (UPM),all,female,2019-01-01,1068
Selangor,Universiti Putra Malaysia (UPM),all,female,2020-01-01,1060
Selangor,Universiti Putra Malaysia (UPM),all,female,2021-01-01,1057
Selangor,Universiti Putra Malaysia (UPM),all,female,2022-01-01,1054
Selangor,Universiti Putra Malaysia (UPM),all,female,2023-01-01,1048
Selangor,Universiti Putra Malaysia (UPM),all,male,2014-01-01,920
Selangor,Universiti Putra Malaysia (UPM),all,male,2015-01-01,907
Selangor,Universiti Putra Malaysia (UPM),all,male,2016-01-01,870
Selangor,Universiti Putra Malaysia (UPM),all,male,2017-01-01,855
Selangor,Universiti Putra Malaysia (UPM),all,male,2018-01-01,831
Selangor,Universiti Putra Malaysia (UPM),all,male,2019-01-01,821
Selangor,Universiti Putra Malaysia (UPM),all,male,2020-01-01,777
Selangor,Universiti Putra Malaysia (UPM),all,male,2021-01-01,773
Selangor,Universiti Putra Malaysia (UPM),all,male,2022-01-01,738
Selangor,Universiti Putra Malaysia (UPM),all,male,2023-01-01,747
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2014-01-01,1629
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2015-01-01,1646
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2016-01-01,1648
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2017-01-01,1781
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2018-01-01,1778
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2019-01-01,1831
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2020-01-01,1806
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2021-01-01,1799
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2022-01-01,1759
Selangor,Universiti Putra Malaysia (UPM),citizen,both,2023-01-01,1762
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2014-01-01,850
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2015-01-01,868
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2016-01-01,871
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2017-01-01,995
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2018-01-01,1007
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2019-01-01,1056
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2020-01-01,1056
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2021-01-01,1052
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2022-01-01,1048
Selangor,Universiti Putra Malaysia (UPM),citizen,female,2023-01-01,1040
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2014-01-01,779
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2015-01-01,778
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2016-01-01,777
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2017-01-01,786
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2018-01-01,771
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2019-01-01,775
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2020-01-01,750
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2021-01-01,747
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2022-01-01,711
Selangor,Universiti Putra Malaysia (UPM),citizen,male,2023-01-01,722
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2014-01-01,181
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2015-01-01,166
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2016-01-01,122
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2017-01-01,92
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2018-01-01,76
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2019-01-01,58
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2020-01-01,31
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2021-01-01,31
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2022-01-01,33
Selangor,Universiti Putra Malaysia (UPM),non_citizen,both,2023-01-01,33
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2014-01-01,40
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2015-01-01,37
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2016-01-01,29
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2017-01-01,23
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2018-01-01,16
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2019-01-01,12
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2020-01-01,4
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2021-01-01,5
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2022-01-01,6
Selangor,Universiti Putra Malaysia (UPM),non_citizen,female,2023-01-01,8
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2014-01-01,141
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2015-01-01,129
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2016-01-01,93
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2017-01-01,69
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2018-01-01,60
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2019-01-01,46
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2020-01-01,27
Selangor,Universiti Putra Malaysia (UPM),non_citizen,male,2021-01-01,26
